c,idade,sexo,tempo_como_cliente,frequencia_uso,ligacoes_callcenter,dias_atraso,assinatura,duracao_contrato,total_gasto,meses_ultima_interacao,cancelou
1190290,320,Female,200.0,220,60,290,Basic,Annual,2910,160,0
3176150,320,Male,350.0,80,0,0,Premium,Annual,64533,300,0
2441580,280,Male,50.0,20,50,170,Standard,Annual,34185,140,0
1224090,400,Female,150.0,110,10,120,Basic,Quarterly,2380,40,0
2769900,390,Female,420.0,50,10,30,Standard,Annual,82975,150,0
3710650,390,Male,600.0,280,20,100,Premium,Quarterly,8600,190,0
2561760,300,Female,460.0,140,20,250,Standard,Annual,50971,170,0
1933430,490,Female,430.0,210,100,120,Standard,Quarterly,8610,80,0
545430,520,Female,320.0,210,100,170,Premium,Quarterly,7930,80,0
879360,280,Female,200.0,200,100,100,Basic,Quarterly,8440,260,0
4002470,400,Female,70.0,200,40,180,Standard,Quarterly,78337,120,0
880540,450,Male,200.0,160,10,260,Standard,Quarterly,1270,120,0
694500,520,Male,310.0,70,100,140,Standard,Quarterly,7240,200,0
913180,550,Female,60.0,40,30,80,Basic,Quarterly,9440,210,0
3441420,480,Female,130.0,300,0,90,Standard,Annual,74132,150,0
3310030,400,Female,460.0,80,20,130,Standard,Quarterly,90487,60,0
3712760,490,Male,80.0,40,10,110,Basic,Annual,71205,200,0
3231570,500,Male,540.0,160,40,80,Standard,Quarterly,56878,50,0
291600,510,Male,50.0,260,20,60,Basic,Quarterly,9780,20,0
185310,600,Female,490.0,10,50,0,Premium,Quarterly,5520,140,0
331080,310,Male,250.0,200,10,220,Premium,Monthly,7160,220,0
1738440,520,Female,20.0,30,90,130,Standard,Annual,6640,200,0
1024430,220,Male,300.0,270,20,60,Premium,Monthly,8440,160,0
3069850,470,Female,110.0,300,0,80,Basic,Quarterly,55786,80,0
3902550,380,Male,510.0,100,10,130,Standard,Quarterly,7590,250,0
2244790,480,Female,360.0,200,40,230,Standard,Quarterly,1650,150,0
1874270,350,Female,320.0,150,0,150,Standard,Annual,5550,170,0
1033250,190,Female,310.0,120,0,100,Basic,Monthly,2220,240,0
1463690,650,Male,540.0,30,30,90,Basic,Annual,7830,40,0
3353050,390,Male,70.0,190,10,0,Standard,Annual,83806,90,0
4430230,440,Male,140.0,120,40,160,Premium,Quarterly,84532,70,0
2977800,190,Male,260.0,20,10,80,Basic,Annual,63737,220,0
1742530,470,Female,390.0,70,100,270,Premium,Quarterly,6550,150,0
1348290,550,Male,140.0,200,50,290,Basic,Annual,9070,180,0
2542540,570,Male,530.0,170,80,30,Standard,Quarterly,89749,140,0
105540,250,Female,410.0,220,30,280,Premium,Monthly,4020,300,0
3424120,370,Male,350.0,210,10,70,Premium,Quarterly,71915,260,0
1936530,310,Female,450.0,30,10,180,Basic,Annual,7780,50,0
3096050,300,Female,400.0,210,10,200,Basic,Annual,73887,20,0
4169550,320,Male,520.0,220,0,180,Basic,Quarterly,98278,300,0
754480,280,Female,570.0,190,60,40,Basic,Quarterly,3190,100,0
4197340,420,Male,130.0,120,40,170,Standard,Quarterly,57049,230,0
1432190,540,Male,180.0,170,30,240,Premium,Monthly,5950,280,0
1658790,300,Male,180.0,220,100,130,Premium,Quarterly,7370,70,0
869740,520,Female,80.0,50,50,170,Standard,Quarterly,5780,290,0
1916700,290,Female,340.0,10,10,20,Premium,Monthly,7610,300,0
997160,300,Male,20.0,140,0,120,Premium,Monthly,3990,240,0
345190,570,Female,320.0,120,0,0,Basic,Monthly,8560,180,0
1905660,540,Male,160.0,240,80,170,Premium,Annual,7200,290,0
28560,350,Male,210.0,110,60,140,Premium,Monthly,3920,70,0
2327050,580,Male,500.0,210,50,300,Premium,Monthly,53378,240,0
2171410,330,Male,140.0,100,90,40,Basic,Annual,89943,190,0
193550,450,Female,30.0,230,60,280,Basic,Monthly,1750,300,0
3980090,440,Male,490.0,50,30,160,Standard,Annual,55977,70,0
3506070,480,Male,320.0,240,40,60,Basic,Annual,94304,280,0
4210460,500,Female,60.0,140,50,170,Basic,Annual,63269,100,0
2948190,230,Male,490.0,260,0,0,Standard,Annual,9088,10,0
553320,180,Female,180.0,240,60,130,Basic,Annual,9720,300,0
2040000,570,Male,510.0,20,70,270,Basic,Annual,9570,210,0
1745680,220,Female,250.0,150,90,120,Premium,Annual,4270,90,0
535830,230,Male,480.0,220,30,110,Premium,Monthly,4900,20,0
3864140,200,Male,110.0,110,10,130,Premium,Annual,84111,270,0
3130990,440,Male,330.0,20,30,30,Standard,Quarterly,5613,280,0
4006280,500,Male,250.0,90,40,180,Premium,Quarterly,82195,40,0
1182720,300,Female,90.0,170,60,20,Basic,Monthly,4670,210,0
1555630,300,Male,320.0,300,90,240,Standard,Annual,3710,210,0
615380,390,Male,290.0,60,60,200,Standard,Quarterly,1420,270,0
503090,540,Female,60.0,90,0,40,Standard,Monthly,4200,70,0
3321890,250,Male,530.0,280,10,150,Premium,Annual,56674,160,0
2186790,320,Female,580.0,160,70,0,Premium,Quarterly,42734,170,0
737840,590,Female,540.0,210,30,210,Premium,Quarterly,3440,100,0
3329350,330,Male,520.0,70,20,150,Premium,Annual,73279,30,0
1719710,470,Male,220.0,140,50,220,Basic,Annual,5000,140,0
1374390,570,Male,210.0,90,70,190,Standard,Monthly,8800,80,0
2449820,410,Female,160.0,110,60,200,Standard,Quarterly,33783,170,0
4305360,490,Female,150.0,110,0,20,Premium,Annual,70746,50,0
942580,460,Male,360.0,120,100,110,Basic,Monthly,7400,170,0
200070,450,Female,50.0,10,70,30,Standard,Monthly,9800,270,0
760400,200,Male,180.0,150,40,10,Premium,Monthly,2600,40,0
2497810,370,Male,160.0,100,20,200,Basic,Annual,39022,70,0
1128780,300,Male,520.0,200,70,190,Standard,Annual,1080,20,0
2668850,490,Male,180.0,130,20,60,Basic,Quarterly,67444,200,0
4301060,440,Male,420.0,210,0,20,Standard,Annual,82853,70,0
3897810,420,Female,390.0,190,10,10,Basic,Quarterly,57557,30,0
2919980,350,Male,370.0,50,30,200,Basic,Annual,50934,130,0
1861060,180,Male,210.0,50,70,0,Premium,Monthly,9420,20,0
3038280,310,Male,560.0,10,10,200,Premium,Annual,96136,240,0
1049940,450,Female,220.0,180,90,200,Premium,Annual,7560,10,0
2306040,600,Female,30.0,160,30,40,Premium,Monthly,96583,30,0
2239830,650,Male,220.0,130,60,20,Standard,Annual,57065,70,0
1295720,440,Male,450.0,200,10,270,Standard,Quarterly,8650,60,0
689650,300,Female,150.0,170,50,150,Basic,Monthly,2250,60,0
3667300,190,Male,210.0,140,0,150,Basic,Annual,8566,260,0
1369920,180,Female,550.0,220,60,160,Basic,Annual,7800,50,0
2463240,410,Male,160.0,40,60,130,Standard,Quarterly,3095,220,0
2752770,470,Male,560.0,210,30,190,Basic,Quarterly,75306,120,0
1420570,490,Female,110.0,190,10,70,Basic,Annual,2340,170,0
1932100,650,Male,150.0,200,50,90,Premium,Quarterly,4230,130,0
4371040,340,Male,390.0,120,10,80,Basic,Quarterly,86649,70,0
4362500,320,Female,460.0,190,30,90,Basic,Annual,93901,20,0
1343460,440,Male,150.0,280,90,140,Premium,Monthly,2730,20,0
4434920,300,Female,430.0,290,30,190,Basic,Annual,5166,70,0
778070,540,Female,500.0,160,10,80,Basic,Monthly,2480,240,0
107430,300,Male,600.0,130,30,40,Premium,Quarterly,1890,150,0
1520430,290,Female,20.0,250,0,120,Basic,Monthly,7860,150,0
3032070,290,Male,90.0,150,10,110,Basic,Annual,52745,260,0
2074950,570,Female,310.0,240,80,40,Basic,Annual,32527,230,0
1987490,380,Female,10.0,200,20,300,Premium,Annual,5400,300,0
1891420,290,Male,370.0,20,90,260,Standard,Annual,8480,260,0
1304020,580,Female,290.0,110,70,100,Basic,Quarterly,8670,290,0
3944620,370,Female,20.0,30,10,150,Premium,Annual,57334,20,0
541990,490,Male,190.0,130,0,20,Premium,Annual,3990,170,0
2677140,240,Male,190.0,290,0,0,Premium,Quarterly,53459,100,0
2132610,190,Male,340.0,80,50,70,Basic,Monthly,19978,40,0
2221980,270,Female,30.0,100,30,110,Standard,Annual,78774,170,0
3986870,440,Male,40.0,200,40,170,Premium,Quarterly,85279,280,0
1859240,410,Male,310.0,60,80,290,Standard,Quarterly,4000,210,0
1431890,420,Male,370.0,30,20,70,Premium,Annual,1630,50,0
3025830,440,Female,560.0,240,20,130,Standard,Quarterly,85804,150,0
3963330,390,Male,190.0,190,30,120,Basic,Annual,59479,30,0
753350,370,Male,110.0,300,10,210,Basic,Monthly,3640,250,0
2875250,290,Female,480.0,280,0,20,Standard,Annual,91769,110,0
2493550,650,Male,30.0,270,50,210,Standard,Quarterly,96656,10,0
280080,620,Female,540.0,180,100,110,Premium,Annual,8430,140,0
4474160,210,Female,580.0,220,0,140,Premium,Quarterly,90603,60,0
556350,570,Male,500.0,190,80,250,Premium,Annual,1130,250,0
4108100,260,Male,490.0,260,10,70,Standard,Annual,55426,300,0
826590,590,Female,280.0,200,90,190,Standard,Annual,7550,140,0
2063920,480,Female,150.0,120,0,30,Basic,Monthly,47532,190,0
1325840,350,Male,280.0,90,100,250,Standard,Annual,8210,80,0
2160490,540,Male,410.0,240,40,300,Standard,Monthly,79755,280,0
2684490,200,Male,600.0,270,0,140,Standard,Quarterly,67646,40,0
2200670,400,Male,540.0,180,60,170,Standard,Monthly,51545,280,0
2915140,440,Male,440.0,230,0,180,Premium,Quarterly,93648,190,0
1599790,550,Male,140.0,180,60,170,Basic,Monthly,7650,280,0
1225310,590,Male,20.0,90,70,180,Premium,Annual,1290,110,0
1190430,390,Female,410.0,260,80,120,Basic,Annual,5200,130,0
4087840,480,Male,80.0,290,20,120,Basic,Annual,56768,140,0
1573070,550,Female,300.0,10,30,230,Basic,Monthly,9700,180,0
4282130,390,Male,520.0,90,0,190,Basic,Quarterly,86198,260,0
182990,250,Female,80.0,210,80,180,Basic,Monthly,1730,290,0
3213140,200,Male,110.0,30,0,150,Basic,Quarterly,6098,180,0
2802120,200,Male,130.0,250,10,50,Standard,Annual,83938,280,0
3267900,350,Male,190.0,180,30,110,Basic,Quarterly,58233,110,0
4387510,480,Male,10.0,210,30,190,Standard,Annual,78672,110,0
1123770,490,Female,80.0,160,60,70,Basic,Annual,4400,260,0
2045930,530,Female,30.0,190,40,140,Premium,Annual,38182,230,0
3935620,320,Male,320.0,260,30,120,Standard,Quarterly,51498,20,0
2398640,300,Male,300.0,270,30,170,Basic,Annual,39236,70,0
3417560,360,Male,570.0,250,0,70,Basic,Quarterly,92208,100,0
845390,560,Male,360.0,80,70,110,Premium,Monthly,7080,160,0
1538400,350,Female,230.0,280,70,10,Premium,Quarterly,2850,80,0
57660,220,Female,100.0,270,30,70,Basic,Monthly,4100,250,0
466840,340,Female,280.0,20,10,210,Basic,Quarterly,5960,30,0
3124810,310,Male,580.0,170,10,200,Premium,Annual,80783,190,0
1767020,640,Male,290.0,300,100,90,Premium,Quarterly,8680,20,0
1695240,330,Male,210.0,10,20,130,Standard,Annual,7040,260,0
1022900,370,Male,50.0,120,90,230,Premium,Quarterly,5350,300,0
3117760,480,Male,560.0,170,0,150,Premium,Annual,63262,130,0
2690570,440,Male,430.0,190,40,130,Premium,Annual,65341,60,0
2188640,430,Male,270.0,260,90,210,Basic,Quarterly,10845,120,0
3259310,390,Male,300.0,210,10,130,Basic,Annual,76976,130,0
3018400,210,Female,500.0,200,20,160,Standard,Annual,65797,60,0
2036120,530,Male,60.0,30,100,230,Basic,Quarterly,5110,170,0
3923190,380,Male,60.0,30,30,170,Basic,Quarterly,99738,260,0
3532050,450,Female,220.0,240,0,130,Standard,Annual,99269,120,0
661910,340,Male,310.0,260,80,60,Standard,Annual,7410,40,0
2101710,540,Female,30.0,30,60,30,Standard,Annual,63336,260,0
1406410,560,Male,440.0,220,20,30,Standard,Quarterly,1730,170,0
522440,320,Female,300.0,60,20,120,Premium,Monthly,1240,240,0
3127110,310,Female,130.0,200,10,10,Premium,Annual,94524,130,0
402530,420,Female,560.0,150,80,280,Premium,Monthly,5750,170,0
1342670,300,Male,10.0,40,30,20,Premium,Monthly,6630,100,0
104250,340,Female,20.0,120,10,170,Basic,Annual,3060,250,0
1369090,220,Female,90.0,30,90,50,Premium,Quarterly,4130,180,0
3853660,400,Female,60.0,300,10,70,Basic,Annual,75313,40,0
3763560,360,Male,450.0,60,0,160,Standard,Quarterly,98351,110,0
1710490,420,Male,180.0,270,30,120,Basic,Quarterly,1350,40,0
116390,420,Male,250.0,90,70,140,Basic,Quarterly,6320,90,0
371670,460,Male,570.0,80,80,240,Premium,Monthly,4780,290,0
877720,430,Female,340.0,300,50,110,Premium,Quarterly,3820,50,0
421260,390,Female,190.0,30,10,150,Basic,Annual,3440,240,0
1070100,630,Female,340.0,190,30,0,Basic,Monthly,4090,220,0
3263410,280,Male,260.0,280,20,0,Standard,Quarterly,88026,270,0
1740670,210,Male,190.0,180,20,250,Basic,Monthly,5510,270,0
3761880,390,Male,580.0,40,20,110,Premium,Annual,70869,280,0
4248810,440,Male,30.0,80,20,150,Premium,Annual,67623,120,0
1960220,530,Female,440.0,210,50,130,Premium,Quarterly,8370,160,0
234080,300,Male,80.0,80,80,230,Standard,Quarterly,1370,160,0
118890,480,Female,500.0,60,30,250,Basic,Monthly,2020,190,0
2442890,610,Male,210.0,260,50,10,Premium,Monthly,66835,20,0
3267500,470,Male,420.0,260,0,200,Basic,Annual,77292,210,0
3408160,500,Female,140.0,180,30,190,Basic,Annual,96681,80,0
2800230,280,Male,370.0,200,20,90,Standard,Quarterly,73474,60,0
540260,580,Female,120.0,70,50,10,Standard,Quarterly,2620,290,0
550990,320,Female,380.0,290,60,130,Premium,Quarterly,5580,150,0
1921000,470,Male,310.0,40,40,60,Standard,Monthly,4630,180,0
24230,520,Male,520.0,290,90,250,Basic,Monthly,1800,290,0
4151660,470,Male,450.0,240,30,80,Premium,Quarterly,75862,210,0
3440270,490,Male,440.0,180,40,100,Standard,Annual,93151,130,0
1101420,220,Female,470.0,80,60,210,Standard,Monthly,6450,100,0
602730,280,Female,220.0,20,50,210,Basic,Annual,2800,200,0
1487000,410,Male,550.0,150,40,270,Standard,Annual,4760,240,0
2225250,640,Female,540.0,160,80,290,Standard,Annual,51535,220,0
265920,210,Male,160.0,190,100,250,Standard,Monthly,8230,240,0
284660,380,Male,140.0,150,90,270,Basic,Monthly,4980,20,0
699440,600,Male,430.0,230,80,150,Standard,Monthly,9270,220,0
2821820,470,Male,570.0,150,20,110,Standard,Annual,65295,190,0
1952230,190,Female,420.0,90,60,300,Premium,Monthly,9730,210,0
2124550,400,Male,280.0,230,50,130,Basic,Monthly,66253,130,0
374000,410,Male,110.0,180,80,260,Basic,Monthly,4800,70,0
4080400,460,Female,510.0,70,10,110,Standard,Annual,51742,30,0
2853680,420,Male,210.0,130,0,160,Standard,Quarterly,67431,220,0
2936170,490,Male,230.0,250,20,130,Standard,Annual,67274,300,0
1152600,590,Female,180.0,290,10,20,Premium,Quarterly,2510,250,0
742070,360,Male,250.0,300,0,180,Standard,Quarterly,2510,90,0
4184250,240,Female,310.0,10,0,160,Basic,Quarterly,77836,100,0
2815940,370,Female,230.0,190,30,200,Standard,Quarterly,75098,140,0
4281590,490,Female,170.0,280,10,170,Premium,Quarterly,55281,120,0
663700,460,Female,120.0,120,100,30,Basic,Quarterly,1750,240,0
4420220,330,Male,480.0,160,10,20,Premium,Annual,94778,100,0
1931540,380,Female,220.0,10,60,270,Premium,Annual,3790,140,0
1466420,350,Male,80.0,250,60,280,Premium,Monthly,8130,200,0
2452600,320,Male,400.0,280,100,70,Basic,Annual,99147,110,0
4143750,360,Male,560.0,190,0,70,Standard,Quarterly,53031,210,0
1919610,200,Male,180.0,210,30,300,Premium,Annual,8600,260,0
96980,300,Female,550.0,180,100,140,Standard,Monthly,7040,150,0
4019010,400,Male,470.0,160,0,80,Basic,Quarterly,95422,270,0
1315600,460,Female,190.0,10,40,220,Basic,Monthly,9540,250,0
4425890,430,Female,180.0,120,0,0,Basic,Quarterly,63358,50,0
4298000,480,Female,300.0,10,40,0,Premium,Quarterly,93614,30,0
1278610,530,Female,220.0,180,100,270,Basic,Annual,9630,170,0
903470,470,Male,330.0,150,90,280,Basic,Quarterly,3740,20,0
1499300,540,Male,290.0,190,0,150,Premium,Annual,8650,160,0
2506800,610,Female,20.0,10,40,180,Standard,Quarterly,37955,250,0
301960,440,Female,480.0,260,60,200,Premium,Monthly,7860,60,0
3952620,310,Male,530.0,40,0,90,Basic,Quarterly,72131,290,0
2790110,210,Male,590.0,160,20,80,Premium,Annual,78692,230,0
2079750,430,Male,40.0,80,60,160,Premium,Monthly,73798,20,0
1576480,410,Male,310.0,50,100,40,Basic,Annual,6020,300,0
892430,410,Male,550.0,290,10,210,Standard,Monthly,9930,290,0
4470400,410,Male,200.0,170,20,150,Premium,Quarterly,97724,200,0
3498860,240,Male,270.0,140,20,200,Standard,Annual,89253,230,0
286300,190,Male,50.0,60,60,250,Premium,Annual,8670,130,0
282970,460,Female,420.0,30,90,60,Premium,Monthly,5770,260,0
3220650,490,Female,250.0,90,0,80,Basic,Annual,89104,20,0
819340,470,Female,390.0,90,30,220,Standard,Annual,6520,120,0
2979020,220,Male,100.0,290,20,50,Standard,Annual,96117,40,0
1736600,300,Female,450.0,20,0,130,Premium,Annual,4550,290,0
199450,220,Female,600.0,70,100,60,Standard,Monthly,1240,70,0
2222910,350,Male,40.0,90,100,50,Standard,Annual,98482,300,0
666420,340,Male,580.0,70,40,130,Premium,Monthly,9150,140,0
3103760,500,Male,200.0,240,30,200,Standard,Quarterly,92429,90,0
1802470,410,Male,460.0,290,0,270,Standard,Annual,3000,210,0
2148240,230,Female,250.0,280,10,70,Standard,Quarterly,44125,130,0
3167560,350,Male,130.0,100,0,160,Standard,Quarterly,51008,70,0
4338670,220,Male,580.0,220,0,130,Standard,Quarterly,5641,180,0
3204530,480,Female,260.0,250,30,40,Standard,Annual,88037,140,0
4100140,460,Male,350.0,160,20,130,Standard,Annual,86096,200,0
2157780,360,Male,340.0,260,40,260,Premium,Annual,47335,20,0
2509830,210,Male,320.0,190,20,50,Basic,Quarterly,38802,120,0
803450,340,Female,190.0,80,90,290,Premium,Quarterly,8420,90,0
14040,380,Male,560.0,60,60,290,Standard,Monthly,2440,300,0
3715940,210,Male,440.0,20,20,150,Basic,Annual,81254,10,0
2615410,220,Female,200.0,250,20,0,Standard,Quarterly,96892,120,0
2029940,180,Female,30.0,170,80,270,Standard,Annual,8910,90,0
1388150,530,Female,20.0,210,50,40,Basic,Monthly,7190,10,0
1915020,200,Male,90.0,180,30,30,Premium,Quarterly,7840,20,0
4069880,200,Male,340.0,110,10,130,Premium,Quarterly,87382,230,0
2034930,580,Female,410.0,260,70,280,Standard,Monthly,7030,10,0
4170740,220,Male,110.0,40,10,170,Basic,Annual,64538,10,0
2135660,180,Male,360.0,120,0,280,Standard,Annual,67876,160,0
1140240,470,Female,10.0,60,90,110,Basic,Annual,9820,170,0
1217950,350,Female,290.0,240,40,130,Standard,Monthly,4850,40,0
1646640,440,Female,270.0,170,80,40,Premium,Quarterly,1730,230,0
3483120,490,Male,400.0,200,10,170,Premium,Quarterly,82968,230,0
2946480,490,Male,460.0,250,0,200,Basic,Quarterly,58021,190,0
2288570,270,Female,500.0,140,30,180,Basic,Monthly,90008,240,0
2860880,420,Male,430.0,150,30,170,Premium,Annual,71734,200,0
2399300,440,Male,80.0,280,100,240,Standard,Quarterly,82132,190,0
2200170,570,Female,150.0,210,100,200,Basic,Annual,86905,280,0
2699050,390,Male,220.0,170,20,10,Standard,Quarterly,81396,30,0
93700,300,Female,120.0,100,20,120,Basic,Quarterly,5870,20,0
3510090,210,Male,30.0,30,0,120,Premium,Annual,5906,70,0
112380,390,Female,230.0,50,20,20,Standard,Annual,5270,220,0
1040230,430,Male,480.0,110,70,90,Standard,Quarterly,9200,180,0
3204210,300,Male,500.0,50,10,190,Premium,Annual,6449,250,0
4308800,430,Male,130.0,180,30,150,Standard,Annual,73907,20,0
3949550,430,Female,110.0,140,20,110,Basic,Annual,5917,120,0
2456300,380,Male,380.0,220,100,270,Premium,Annual,95963,280,0
4491960,500,Female,360.0,100,40,0,Standard,Quarterly,51339,40,0
3709440,300,Male,420.0,150,20,40,Premium,Quarterly,67535,150,0
681830,590,Male,260.0,110,0,230,Premium,Annual,3670,180,0
2454160,230,Male,290.0,270,90,200,Premium,Annual,21782,180,0
537850,190,Male,310.0,50,50,250,Basic,Annual,6780,180,0
3553390,360,Male,340.0,30,0,90,Premium,Annual,95548,180,0
22230,440,Male,250.0,230,10,60,Premium,Monthly,3750,20,0
51180,630,Male,560.0,170,40,190,Standard,Monthly,3970,70,0
1714770,260,Female,120.0,100,20,200,Standard,Monthly,8190,120,0
1222270,440,Female,220.0,110,80,180,Basic,Quarterly,8060,20,0
4114080,380,Male,380.0,70,30,180,Standard,Annual,61822,40,0
3144610,210,Female,250.0,120,10,90,Basic,Quarterly,63127,150,0
4124680,450,Male,290.0,270,0,80,Standard,Quarterly,60073,90,0
2982690,450,Male,140.0,130,10,120,Standard,Annual,96825,240,0
3655540,200,Male,70.0,210,10,180,Basic,Quarterly,51811,120,0
3254060,260,Female,310.0,100,20,20,Premium,Quarterly,74958,50,0
2229250,420,Male,480.0,180,80,140,Basic,Annual,58337,70,0
3777720,300,Male,90.0,80,10,10,Premium,Annual,84651,290,0
3200340,310,Male,230.0,160,30,20,Standard,Annual,89418,120,0
2223640,270,Female,550.0,220,100,30,Premium,Annual,20578,270,0
1478380,440,Male,140.0,120,70,300,Premium,Annual,1360,90,0
4169610,320,Male,120.0,100,0,30,Standard,Annual,92309,280,0
1451260,560,Female,20.0,130,80,250,Premium,Annual,6240,70,0
2721040,330,Male,220.0,130,0,0,Standard,Quarterly,67606,40,0
1704050,460,Female,490.0,290,20,140,Standard,Monthly,5280,190,0
941570,260,Female,350.0,280,50,290,Basic,Annual,3240,20,0
2417390,200,Male,380.0,280,30,280,Premium,Monthly,29482,290,0
500190,640,Female,190.0,90,20,210,Standard,Annual,2890,210,0
764790,330,Female,240.0,280,30,0,Standard,Quarterly,4660,290,0
763650,400,Female,360.0,210,40,270,Standard,Monthly,2840,80,0
586070,340,Female,470.0,150,100,130,Standard,Annual,9100,190,0
1837140,580,Male,240.0,190,100,130,Premium,Annual,2010,250,0
487760,620,Male,220.0,240,60,130,Premium,Annual,4330,290,0
797330,470,Female,20.0,170,80,140,Premium,Annual,4570,40,0
46640,330,Male,440.0,70,0,190,Basic,Annual,9310,230,0
2959630,340,Male,410.0,60,20,10,Premium,Quarterly,66513,50,0
2093120,520,Female,350.0,290,10,230,Standard,Annual,23541,70,0
2430370,620,Male,360.0,190,100,290,Standard,Quarterly,99451,270,0
2168150,490,Female,280.0,120,90,270,Standard,Quarterly,83231,50,0
2306550,320,Female,530.0,290,90,10,Standard,Monthly,62987,280,0
3290040,410,Female,180.0,270,30,120,Premium,Annual,78776,120,0
1422500,290,Female,460.0,80,10,80,Standard,Annual,4220,250,0
1896820,310,Female,440.0,60,60,0,Basic,Monthly,9040,260,0
1525470,480,Male,330.0,70,60,160,Basic,Annual,6480,20,0
2701050,400,Male,590.0,230,30,160,Standard,Annual,54606,290,0
3812370,290,Female,410.0,70,0,140,Basic,Quarterly,58648,130,0
983930,190,Female,200.0,260,60,90,Premium,Quarterly,2170,150,0
494500,530,Male,230.0,260,20,200,Standard,Quarterly,9710,220,0
703040,210,Female,70.0,80,60,20,Premium,Quarterly,5980,160,0
1283980,570,Male,50.0,300,20,240,Premium,Monthly,1470,250,0
